SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
37,AR,Arunachal Pradesh,AR_Upper Dibang Valley,Upper Dibang Valley,0,0,0,0,0,0,0,0,,
38,AR,Arunachal Pradesh,AR_Upper Siang,Upper Siang,0,0,0,0,0,0,0,0,,
39,AR,Arunachal Pradesh,AR_Upper Subansiri,Upper Subansiri,0,0,0,0,0,0,0,0,,
40,AR,Arunachal Pradesh,AR_West Kameng,West Kameng,0,0,0,0,0,0,0,0,,
41,AR,Arunachal Pradesh,AR_West Siang,West Siang,0,0,0,0,0,0,0,0,,
42,AS,Assam,AS_Baksa,Baksa,0,0,0,0,0,0,0,0,,
43,AS,Assam,AS_Barpeta,Barpeta,4,4,0,0,0,0,0,0,,
44,AS,Assam,AS_Biswanath,Biswanath,2,2,0,0,0,0,0,0,,
45,AS,Assam,AS_Bongaigaon,Bongaigaon,5,0,5,0,0,0,0,0,,
46,AS,Assam,AS_Cachar,Cachar,29,19,10,0,0,0,0,0,,
47,AS,Assam,AS_Charaideo,Charaideo,0,0,0,0,0,0,0,0,,
48,AS,Assam,AS_Chirang,Chirang,6,6,0,0,2,2,0,0,,
49,AS,Assam,AS_Darrang,Darrang,1,1,0,0,0,0,0,0,,
50,AS,Assam,AS_Dhemaji,Dhemaji,0,0,0,0,0,0,0,0,,
51,AS,Assam,AS_Dhubri,Dhubri,8,3,5,0,0,0,0,0,,
52,AS,Assam,AS_Dibrugarh,Dibrugarh,1,1,0,0,0,0,0,0,,
53,AS,Assam,AS_Dima Hasao,Dima Hasao,7,7,0,0,0,0,0,0,,
54,AS,Assam,AS_Goalpara,Goalpara,7,3,4,0,0,0,0,0,,
55,AS,Assam,AS_Golaghat,Golaghat,16,7,9,0,0,0,0,0,,
56,AS,Assam,AS_Hailakandi,Hailakandi,5,4,0,1,0,0,0,0,,
57,AS,Assam,AS_Hojai,Hojai,15,15,0,0,0,0,0,0,,
58,AS,Assam,AS_Jorhat,Jorhat,10,8,2,0,2,2,0,0,,
59,AS,Assam,AS_Kamrup,Kamrup,10,9,1,0,0,0,0,0,,
60,AS,Assam,AS_Kamrup Metropolitan,Kamrup Metropolitan,154,145,6,3,0,0,0,0,,
61,AS,Assam,AS_Karbi Anglong,Karbi Anglong,0,0,0,0,0,0,0,0,,
62,AS,Assam,AS_Karimganj,Karimganj,5,3,2,0,0,0,0,0,,
63,AS,Assam,AS_Kokrajhar,Kokrajhar,7,7,0,0,0,0,0,0,,
64,AS,Assam,AS_Lakhimpur,Lakhimpur,4,3,1,0,0,0,0,0,,
65,AS,Assam,AS_Majuli,Majuli,0,0,0,0,0,0,0,0,,
66,AS,Assam,AS_Morigaon,Morigaon,10,4,6,0,0,0,0,0,,
67,AS,Assam,AS_Nagaon,Nagaon,6,6,0,0,0,0,0,0,,
68,AS,Assam,AS_Nalbari,Nalbari,8,4,4,0,0,0,0,0,,
0,AS,Assam,AS_Other State,Other State,1,0,1,0,0,0,0,0,,
69,AS,Assam,AS_Sivasagar,Sivasagar,7,7,0,0,0,0,0,0,,
70,AS,Assam,AS_Sonitpur,Sonitpur,14,14,0,0,0,0,0,0,,
71,AS,Assam,AS_South Salmara Mankachar,South Salmara Mankachar,1,0,1,0,0,0,0,0,,
72,AS,Assam,AS_Tinsukia,Tinsukia,4,4,0,0,0,0,0,0,,
73,AS,Assam,AS_Udalguri,Udalguri,2,2,0,0,0,0,0,0,,
74,AS,Assam,AS_West Karbi Anglong,West Karbi Anglong,2,2,0,0,0,0,0,0,,
75,BR,Bihar,BR_Araria,Araria,5,3,2,0,0,0,0,0,,
76,BR,Bihar,BR_Arwal,Arwal,24,19,5,0,1,1,0,0,,
77,BR,Bihar,BR_Aurangabad,Aurangabad,50,36,14,0,2,2,0,0,,
78,BR,Bihar,BR_Banka,Banka,72,71,1,0,2,2,0,0,,
79,BR,Bihar,BR_Begusarai,Begusarai,139,113,25,1,9,9,0,0,,
80,BR,Bihar,BR_Bhagalpur,Bhagalpur,74,45,29,0,2,2,0,0,,
81,BR,Bihar,BR_Bhojpur,Bhojpur,39,16,23,0,0,0,0,0,,
82,BR,Bihar,BR_Buxar,Buxar,114,58,56,0,0,0,0,0,,
83,BR,Bihar,BR_Darbhanga,Darbhanga,40,33,7,0,0,0,0,0,,
101,BR,Bihar,BR_East Champaran,East Champaran,62,50,11,1,0,0,0,0,,
84,BR,Bihar,BR_Gaya,Gaya,41,35,6,0,0,0,0,0,,
85,BR,Bihar,BR_Gopalganj,Gopalganj,92,70,22,0,3,3,0,0,,
86,BR,Bihar,BR_Jamui,Jamui,27,27,0,0,0,0,0,0,,
87,BR,Bihar,BR_Jehanabad,Jehanabad,107,100,7,0,1,1,0,0,,
88,BR,Bihar,BR_Kaimur,Kaimur,49,17,32,0,3,3,0,0,,
89,BR,Bihar,BR_Katihar,Katihar,120,111,9,0,35,35,0,0,,
90,BR,Bihar,BR_Khagaria,Khagaria,119,101,16,2,2,2,0,0,,
91,BR,Bihar,BR_Kishanganj,Kishanganj,14,7,7,0,0,0,0,0,,
92,BR,Bihar,BR_Lakhisarai,Lakhisarai,26,21,5,0,0,0,0,0,,
93,BR,Bihar,BR_Madhepura,Madhepura,41,32,9,0,0,0,0,0,,
94,BR,Bihar,BR_Madhubani,Madhubani,136,116,20,0,3,3,0,0,,
95,BR,Bihar,BR_Munger,Munger,146,52,93,1,6,6,0,0,,
96,BR,Bihar,BR_Muzaffarpur,Muzaffarpur,35,24,11,0,0,0,0,0,,
97,BR,Bihar,BR_Nalanda,Nalanda,85,23,62,0,2,2,0,0,,
98,BR,Bihar,BR_Nawada,Nawada,59,55,4,0,1,1,0,0,,
100,BR,Bihar,BR_Patna,Patna,196,142,52,2,0,0,0,0,,
102,BR,Bihar,BR_Purnia,Purnia,36,34,2,0,0,0,0,0,,
103,BR,Bihar,BR_Rohtas,Rohtas,165,105,59,1,11,11,0,0,,
104,BR,Bihar,BR_Saharsa,Saharsa,21,21,0,0,0,0,0,0,,
105,BR,Bihar,BR_Samastipur,Samastipur,56,54,2,0,0,0,0,0,,
106,BR,Bihar,BR_Saran,Saran,29,21,8,0,0,0,0,0,,
107,BR,Bihar,BR_Sheikhpura,Sheikhpura,41,41,0,0,0,0,0,0,,
108,BR,Bihar,BR_Sheohar,Sheohar,6,4,2,0,0,0,0,0,,
109,BR,Bihar,BR_Sitamarhi,Sitamarhi,28,21,6,1,0,0,0,0,,
110,BR,Bihar,BR_Siwan,Siwan,56,24,32,0,0,0,0,0,,
111,BR,Bihar,BR_Supaul,Supaul,44,43,1,0,0,0,0,0,,
112,BR,Bihar,BR_Vaishali,Vaishali,49,45,2,2,0,0,0,0,,
99,BR,Bihar,BR_West Champaran,West Champaran,34,23,11,0,0,0,0,0,,
113,CH,Chandigarh,CH_Chandigarh,Chandigarh,238,56,179,3,13,13,0,0,,
114,CT,Chhattisgarh,CT_Balod,Balod,18,16,2,0,0,0,0,0,,
115,CT,Chhattisgarh,CT_Baloda Bazar,Baloda Bazar,15,15,0,0,0,0,0,0,,
116,CT,Chhattisgarh,CT_Balrampur,Balrampur,1,1,0,0,0,0,0,0,,
117,CT,Chhattisgarh,CT_Bametara,Bametara,1,1,0,0,0,0,0,0,,
118,CT,Chhattisgarh,CT_Bastar,Bastar,0,0,0,0,0,0,0,0,,
119,CT,Chhattisgarh,CT_Bijapur,Bijapur,0,0,0,0,0,0,0,0,,
120,CT,Chhattisgarh,CT_Bilaspur,Bilaspur,19,18,1,0,0,0,0,0,,
121,CT,Chhattisgarh,CT_Dakshin Bastar Dantewada,Dakshin Bastar Dantewada,0,0,0,0,0,0,0,0,,
122,CT,Chhattisgarh,CT_Dhamtari,Dhamtari,0,0,0,0,0,0,0,0,,
123,CT,Chhattisgarh,CT_Durg,Durg,10,0,10,0,0,0,0,0,,
124,CT,Chhattisgarh,CT_Gariaband,Gariaband,4,4,0,0,0,0,0,0,,
125,CT,Chhattisgarh,CT_Janjgir Champa,Janjgir Champa,15,12,3,0,0,0,0,0,,
126,CT,Chhattisgarh,CT_Jashpur,Jashpur,1,1,0,0,0,0,0,0,,
127,CT,Chhattisgarh,CT_Kabeerdham,Kabeerdham,13,7,6,0,0,0,0,0,,
128,CT,Chhattisgarh,CT_Kondagaon,Kondagaon,0,0,0,0,0,0,0,0,,
129,CT,Chhattisgarh,CT_Korba,Korba,41,13,28,0,0,0,0,0,,
130,CT,Chhattisgarh,CT_Koriya,Koriya,5,5,0,0,0,0,0,0,,
131,CT,Chhattisgarh,CT_Mahasamund,Mahasamund,0,0,0,0,0,0,0,0,,
132,CT,Chhattisgarh,CT_Mungeli,Mungeli,12,12,0,0,0,0,0,0,,
133,CT,Chhattisgarh,CT_Narayanpur,Narayanpur,0,0,0,0,0,0,0,0,,
134,CT,Chhattisgarh,CT_Raigarh,Raigarh,9,9,0,0,0,0,0,0,,
135,CT,Chhattisgarh,CT_Raipur,Raipur,8,1,7,0,0,0,0,0,,
136,CT,Chhattisgarh,CT_Rajnandgaon,Rajnandgaon,22,21,1,0,0,0,0,0,,
137,CT,Chhattisgarh,CT_Sukma,Sukma,0,0,0,0,0,0,0,0,,
138,CT,Chhattisgarh,CT_Surajpur,Surajpur,7,1,6,0,0,0,0,0,,
139,CT,Chhattisgarh,CT_Surguja,Surguja,6,6,0,0,0,0,0,0,,
140,CT,Chhattisgarh,CT_Uttar Bastar Kanker,Uttar Bastar Kanker,5,5,0,0,0,0,0,0,,
766,CT,Chhattisgarh,CT_Gaurela Pendra Marwahi,Gaurela Pendra Marwahi,2,2,0,0,0,0,0,0,,
144,DL,Delhi,DL_Central Delhi,Central Delhi,184,184,0,0,0,0,0,0,,
145,DL,Delhi,DL_East Delhi,East Delhi,38,38,0,0,0,0,0,0,,
146,DL,Delhi,DL_New Delhi,New Delhi,37,37,0,0,0,0,0,0,,
147,DL,Delhi,DL_North Delhi,North Delhi,60,60,0,0,0,0,0,0,,
148,DL,Delhi,DL_North East Delhi,North East Delhi,25,25,0,0,0,0,0,0,,
149,DL,Delhi,DL_North West Delhi,North West Delhi,32,31,0,1,0,0,0,0,,
150,DL,Delhi,DL_Shahdara,Shahdara,48,48,0,0,0,0,0,0,,
151,DL,Delhi,DL_South Delhi,South Delhi,70,70,0,0,0,0,0,0,,
152,DL,Delhi,DL_South East Delhi,South East Delhi,130,130,0,0,0,0,0,0,,
153,DL,Delhi,DL_South West Delhi,South West Delhi,42,42,0,0,0,0,0,0,,
154,DL,Delhi,DL_West Delhi,West Delhi,122,122,0,0,0,0,0,0,,
141,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Dadra and Nagar Haveli,Dadra and Nagar Haveli,2,1,1,0,0,0,0,0,,
142,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Daman,Daman,0,0,0,0,0,0,0,0,,
143,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Diu,Diu,0,0,0,0,0,0,0,0,,
155,GA,Goa,GA_North Goa,North Goa,6,0,6,0,0,0,0,0,,
156,GA,Goa,GA_South Goa,South Goa,18,17,1,0,0,0,0,0,,
0,GJ,Gujarat,GJ_Other State,Other State,5,5,0,0,0,0,0,0,,
157,GJ,Gujarat,GJ_Ahmedabad,Ahmedabad,10001,5468,3864,669,0,0,0,0,,
158,GJ,Gujarat,GJ_Amreli,Amreli,4,4,0,0,0,0,0,0,,
159,GJ,Gujarat,GJ_Anand,Anand,90,6,75,9,0,0,0,0,,
160,GJ,Gujarat,GJ_Aravalli,Aravalli,98,18,77,3,0,0,0,0,,
161,GJ,Gujarat,GJ_Banaskantha,Banaskantha,99,17,78,4,0,0,0,0,,
162,GJ,Gujarat,GJ_Bharuch,Bharuch,37,6,28,3,0,0,0,0,,
163,GJ,Gujarat,GJ_Bhavnagar,Bhavnagar,114,18,88,8,0,0,0,0,,
164,GJ,Gujarat,GJ_Botad,Botad,56,1,54,1,0,0,0,0,,
165,GJ,Gujarat,GJ_Chhota Udaipur,Chhota Udaipur,22,5,17,0,0,0,0,0,,
167,GJ,Gujarat,GJ_Dahod,Dahod,32,14,18,0,0,0,0,0,,
187,GJ,Gujarat,GJ_Dang,Dang,2,0,2,0,0,0,0,0,,
166,GJ,Gujarat,GJ_Devbhumi Dwarka,Devbhumi Dwarka,12,1,11,0,0,0,0,0,,
168,GJ,Gujarat,GJ_Gandhinagar,Gandhinagar,210,87,113,10,0,0,0,0,,
169,GJ,Gujarat,GJ_Gir Somnath,Gir Somnath,44,41,3,0,0,0,0,0,,
170,GJ,Gujarat,GJ_Jamnagar,Jamnagar,46,13,31,2,0,0,0,0,,
171,GJ,Gujarat,GJ_Junagadh,Junagadh,26,22,4,0,0,0,0,0,,
173,GJ,Gujarat,GJ_Kheda,Kheda,59,27,29,3,0,0,0,0,,
172,GJ,Gujarat,GJ_Kutch,Kutch,64,51,12,1,0,0,0,0,,
175,GJ,Gujarat,GJ_Mahisagar,Mahisagar,79,38,40,1,0,0,0,0,,
174,GJ,Gujarat,GJ_Mehsana,Mehsana,99,41,54,4,0,0,0,0,,
176,GJ,Gujarat,GJ_Morbi,Morbi,3,1,2,0,0,0,0,0,,
177,GJ,Gujarat,GJ_Narmada,Narmada,15,2,13,0,0,0,0,0,,
178,GJ,Gujarat,GJ_Navsari,Navsari,15,7,8,0,0,0,0,0,,
179,GJ,Gujarat,GJ_Panchmahal,Panchmahal,72,3,63,6,0,0,0,0,,
180,GJ,Gujarat,GJ_Patan,Patan,71,38,29,4,0,0,0,0,,
181,GJ,Gujarat,GJ_Porbandar,Porbandar,6,2,4,0,0,0,0,0,,
182,GJ,Gujarat,GJ_Rajkot,Rajkot,87,30,55,2,0,0,0,0,,
183,GJ,Gujarat,GJ_Sabarkantha,Sabarkantha,63,40,20,3,0,0,0,0,,
184,GJ,Gujarat,GJ_Surat,Surat,1285,347,878,60,0,0,0,0,,
185,GJ,Gujarat,GJ_Surendranagar,Surendranagar,23,20,3,0,0,0,0,0,,
186,GJ,Gujarat,GJ_Tapi,Tapi,6,4,2,0,0,0,0,0,,
188,GJ,Gujarat,GJ_Vadodara,Vadodara,806,281,490,35,0,0,0,0,,
189,GJ,Gujarat,GJ_Valsad,Valsad,18,13,4,1,0,0,0,0,,
212,HP,Himachal Pradesh,HP_Bilaspur,Bilaspur,7,5,2,0,0,0,0,0,,
213,HP,Himachal Pradesh,HP_Chamba,Chamba,13,2,11,0,0,0,0,0,,
214,HP,Himachal Pradesh,HP_Hamirpur,Hamirpur,60,54,5,1,0,0,0,0,,
215,HP,Himachal Pradesh,HP_Kangra,Kangra,49,35,13,1,0,0,0,0,,
216,HP,Himachal Pradesh,HP_Kinnaur,Kinnaur,0,0,0,0,0,0,0,0,,
217,HP,Himachal Pradesh,HP_Kullu,Kullu,1,1,0,0,0,0,0,0,,
218,HP,Himachal Pradesh,HP_Lahaul and Spiti,Lahaul and Spiti,0,0,0,0,0,0,0,0,,
219,HP,Himachal Pradesh,HP_Mandi,Mandi,10,8,1,1,0,0,0,0,,
220,HP,Himachal Pradesh,HP_Shimla,Shimla,2,1,1,0,0,0,0,0,,
221,HP,Himachal Pradesh,HP_Sirmaur,Sirmaur,4,2,2,0,0,0,0,0,,
222,HP,Himachal Pradesh,HP_Solan,Solan,19,13,5,1,0,0,0,0,,
223,HP,Himachal Pradesh,HP_Una,Una,20,3,17,0,0,0,0,0,,
190,HR,Haryana,HR_Ambala,Ambala,42,0,40,2,0,0,0,0,,
191,HR,Haryana,HR_Bhiwani,Bhiwani,8,4,4,0,0,0,0,0,,
192,HR,Haryana,HR_Charkhi Dadri,Charkhi Dadri,6,5,1,0,0,0,0,0,,
193,HR,Haryana,HR_Faridabad,Faridabad,206,85,115,6,11,11,0,0,,
194,HR,Haryana,HR_Fatehabad,Fatehabad,8,2,6,0,0,-1,1,0,,
195,HR,Haryana,HR_Gurugram,Gurugram,262,120,140,2,0,0,0,0,,
196,HR,Haryana,HR_Hisar,Hisar,19,16,3,0,7,7,0,0,,
0,HR,Haryana,HR_Italians,Italians,14,0,14,0,0,0,0,0,,
197,HR,Haryana,HR_Jhajjar,Jhajjar,93,3,90,0,2,2,0,0,,
198,HR,Haryana,HR_Jind,Jind,26,8,18,0,0,0,0,0,,
199,HR,Haryana,HR_Kaithal,Kaithal,5,2,3,0,0,0,0,0,,
200,HR,Haryana,HR_Karnal,Karnal,24,12,11,1,0,0,0,0,,
201,HR,Haryana,HR_Kurukshetra,Kurukshetra,15,12,3,0,0,0,0,0,,
202,HR,Haryana,HR_Mahendragarh,Mahendragarh,21,17,4,0,0,0,0,0,,
203,HR,Haryana,HR_Nuh,Nuh,65,0,65,0,0,0,0,0,,
204,HR,Haryana,HR_Palwal,Palwal,41,4,37,0,0,0,0,0,,
205,HR,Haryana,HR_Panchkula,Panchkula,25,1,24,0,0,0,0,0,,
206,HR,Haryana,HR_Panipat,Panipat,53,18,32,3,0,0,0,0,,
207,HR,Haryana,HR_Rewari,Rewari,11,11,0,0,0,0,0,0,,
208,HR,Haryana,HR_Rohtak,Rohtak,16,6,9,1,1,1,0,0,,
209,HR,Haryana,HR_Sirsa,Sirsa,9,1,8,0,0,0,0,0,,
210,HR,Haryana,HR_Sonipat,Sonipat,154,37,116,1,0,0,0,0,,
211,HR,Haryana,HR_Yamunanagar,Yamunanagar,8,0,8,0,0,0,0,0,,
246,JH,Jharkhand,JH_Bokaro,Bokaro,15,5,9,1,0,0,0,0,,
247,JH,Jharkhand,JH_Chatra,Chatra,2,2,0,0,0,0,0,0,,
248,JH,Jharkhand,JH_Deoghar,Deoghar,5,0,5,0,0,0,0,0,,
249,JH,Jharkhand,JH_Dhanbad,Dhanbad,7,5,2,0,0,0,0,0,,
250,JH,Jharkhand,JH_Dumka,Dumka,2,0,2,0,0,0,0,0,,
264,JH,Jharkhand,JH_East Singhbhum,East Singhbhum,20,20,0,0,0,0,0,0,,
251,JH,Jharkhand,JH_Garhwa,Garhwa,47,44,3,0,0,0,0,0,,
252,JH,Jharkhand,JH_Giridih,Giridih,16,15,1,0,0,0,0,0,,
253,JH,Jharkhand,JH_Godda,Godda,1,0,1,0,0,0,0,0,,
254,JH,Jharkhand,JH_Gumla,Gumla,10,10,0,0,0,0,0,0,,
255,JH,Jharkhand,JH_Hazaribagh,Hazaribagh,41,38,3,0,0,0,0,0,,
256,JH,Jharkhand,JH_Jamtara,Jamtara,2,0,2,0,0,0,0,0,,
257,JH,Jharkhand,JH_Khunti,Khunti,0,0,0,0,0,0,0,0,,
258,JH,Jharkhand,JH_Koderma,Koderma,26,25,1,0,0,0,0,0,,
259,JH,Jharkhand,JH_Latehar,Latehar,4,4,0,0,0,0,0,0,,
260,JH,Jharkhand,JH_Lohardaga,Lohardaga,2,2,0,0,0,0,0,0,,
261,JH,Jharkhand,JH_Pakur,Pakur,0,0,0,0,0,0,0,0,,
262,JH,Jharkhand,JH_Palamu,Palamu,15,0,15,0,0,0,0,0,,
265,JH,Jharkhand,JH_Ramgarh,Ramgarh,6,6,0,0,0,0,0,0,,
266,JH,Jharkhand,JH_Ranchi,Ranchi,114,17,95,2,0,0,0,0,,
267,JH,Jharkhand,JH_Sahibganj,Sahibganj,0,0,0,0,0,0,0,0,,
268,JH,Jharkhand,JH_Saraikela-Kharsawan,Saraikela-Kharsawan,4,4,0,0,0,0,0,0,,
269,JH,Jharkhand,JH_Simdega,Simdega,7,5,2,0,0,0,0,0,,
263,JH,Jharkhand,JH_West Singhbhum,West Singhbhum,4,4,0,0,0,0,0,0,,
224,JK,Jammu and Kashmir,JK_Anantnag,Anantnag,272,159,109,4,0,0,0,0,,
226,JK,Jammu and Kashmir,JK_Bandipora,Bandipora,140,10,129,1,0,0,0,0,,
227,JK,Jammu and Kashmir,JK_Baramulla,Baramulla,136,34,98,4,0,0,0,0,,
225,JK,Jammu and Kashmir,JK_Budgam,Budgam,64,27,35,2,0,0,0,0,,
228,JK,Jammu and Kashmir,JK_Doda,Doda,1,1,0,0,0,0,0,0,,
229,JK,Jammu and Kashmir,JK_Ganderbal,Ganderbal,27,12,15,0,0,0,0,0,,
230,JK,Jammu and Kashmir,JK_Jammu,Jammu,72,40,31,1,0,0,0,0,,
231,JK,Jammu and Kashmir,JK_Kathua,Kathua,41,35,6,0,0,0,0,0,,
232,JK,Jammu and Kashmir,JK_Kishtwar,Kishtwar,7,6,1,0,0,0,0,0,,
233,JK,Jammu and Kashmir,JK_Kulgam,Kulgam,198,184,12,2,0,0,0,0,,
234,JK,Jammu and Kashmir,JK_Kupwara,Kupwara,164,94,70,0,0,0,0,0,,
235,JK,Jammu and Kashmir,JK_Mirpur,Mirpur,0,0,0,0,0,0,0,0,,
236,JK,Jammu and Kashmir,JK_Muzaffarabad,Muzaffarabad,0,0,0,0,0,0,0,0,,
237,JK,Jammu and Kashmir,JK_Pulwama,Pulwama,25,16,9,0,0,0,0,0,,
238,JK,Jammu and Kashmir,JK_Punch,Punch,6,6,0,0,0,0,0,0,,
239,JK,Jammu and Kashmir,JK_Rajouri,Rajouri,10,6,4,0,0,0,0,0,,
240,JK,Jammu and Kashmir,JK_Ramban,Ramban,44,43,1,0,0,0,0,0,,
241,JK,Jammu and Kashmir,JK_Reasi,Reasi,4,3,1,0,0,0,0,0,,
242,JK,Jammu and Kashmir,JK_Samba,Samba,20,13,7,0,0,0,0,0,,
243,JK,Jammu and Kashmir,JK_Shopiyan,Shopiyan,127,21,106,0,0,0,0,0,,
244,JK,Jammu and Kashmir,JK_Srinagar,Srinagar,178,53,119,6,0,0,0,0,,
245,JK,Jammu and Kashmir,JK_Udhampur,Udhampur,33,11,21,1,0,0,0,0,,
270,KA,Karnataka,KA_Bagalkote,Bagalkote,77,29,47,1,0,0,0,0,,
271,KA,Karnataka,KA_Ballari,Ballari,33,19,13,1,0,0,0,0,,
272,KA,Karnataka,KA_Belagavi,Belagavi,127,69,57,1,0,0,0,0,,
274,KA,Karnataka,KA_Bengaluru Rural,Bengaluru Rural,11,5,6,0,0,0,0,0,,
273,KA,Karnataka,KA_Bengaluru Urban,Bengaluru Urban,267,127,130,10,0,0,0,0,,
275,KA,Karnataka,KA_Bidar,Bidar,79,56,21,2,0,0,0,0,,
276,KA,Karnataka,KA_Chamarajanagara,Chamarajanagara,0,0,0,0,0,0,0,0,,
277,KA,Karnataka,KA_Chikkaballapura,Chikkaballapura,99,79,18,2,0,0,0,0,,
278,KA,Karnataka,KA_Chikkamagaluru,Chikkamagaluru,10,10,0,0,0,0,0,0,,
279,KA,Karnataka,KA_Chitradurga,Chitradurga,11,10,1,0,0,0,0,0,,
280,KA,Karnataka,KA_Dakshina Kannada,Dakshina Kannada,59,38,15,5,0,0,0,0,,
281,KA,Karnataka,KA_Davanagere,Davanagere,119,87,28,4,0,0,0,0,,
282,KA,Karnataka,KA_Dharwad,Dharwad,38,28,10,0,0,0,0,0,,
283,KA,Karnataka,KA_Gadag,Gadag,35,30,4,1,0,0,0,0,,
284,KA,Karnataka,KA_Hassan,Hassan,85,85,0,0,0,0,0,0,,
285,KA,Karnataka,KA_Haveri,Haveri,6,6,0,0,0,0,0,0,,
286,KA,Karnataka,KA_Kalaburagi,Kalaburagi,136,67,62,7,0,0,0,0,,
287,KA,Karnataka,KA_Kodagu,Kodagu,2,1,1,0,0,0,0,0,,
288,KA,Karnataka,KA_Kolar,Kolar,14,14,0,0,0,0,0,0,,
289,KA,Karnataka,KA_Koppal,Koppal,3,3,0,0,0,0,0,0,,
290,KA,Karnataka,KA_Mandya,Mandya,237,211,26,0,0,0,0,0,,
291,KA,Karnataka,KA_Mysuru,Mysuru,90,2,88,0,0,0,0,0,,
0,KA,Karnataka,KA_Other State,Other State,22,1,20,1,0,0,0,0,,
