SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
290,KA,Karnataka,KA_Mandya,Mandya,255,228,27,0,0,0,0,0,,
291,KA,Karnataka,KA_Mysuru,Mysuru,90,1,89,0,0,-1,1,0,,
0,KA,Karnataka,KA_Other State,Other State,22,1,20,1,0,0,0,0,,
292,KA,Karnataka,KA_Raichur,Raichur,72,72,0,0,1,1,0,0,,
293,KA,Karnataka,KA_Ramanagara,Ramanagara,1,1,0,0,0,0,0,0,,
294,KA,Karnataka,KA_Shivamogga,Shivamogga,36,32,4,0,0,0,0,0,,
295,KA,Karnataka,KA_Tumakuru,Tumakuru,28,21,5,2,0,0,0,0,,
296,KA,Karnataka,KA_Udupi,Udupi,149,145,3,1,29,29,0,0,,
297,KA,Karnataka,KA_Uttara Kannada,Uttara Kannada,77,37,40,0,0,0,0,0,,
298,KA,Karnataka,KA_Vijayapura,Vijayapura,81,23,53,5,2,-7,9,0,,
299,KA,Karnataka,KA_Yadgir,Yadgir,162,152,9,1,7,-2,9,0,,
300,KL,Kerala,KL_Alappuzha,Alappuzha,36,29,7,0,1,1,0,0,,
301,KL,Kerala,KL_Ernakulam,Ernakulam,41,13,27,1,0,0,0,0,,
302,KL,Kerala,KL_Idukki,Idukki,27,3,24,0,1,1,0,0,,
303,KL,Kerala,KL_Kannur,Kannur,205,86,117,2,10,9,1,0,,
304,KL,Kerala,KL_Kasaragod,Kasaragod,260,67,193,0,18,18,0,0,,
305,KL,Kerala,KL_Kollam,Kollam,48,25,23,0,1,1,0,0,,
306,KL,Kerala,KL_Kottayam,Kottayam,43,19,24,0,3,3,0,0,,
307,KL,Kerala,KL_Kozhikode,Kozhikode,59,33,26,0,6,5,1,0,,
308,KL,Kerala,KL_Malappuram,Malappuram,90,53,36,1,8,7,1,0,,
309,KL,Kerala,KL_Palakkad,Palakkad,120,105,15,0,16,16,0,0,,
310,KL,Kerala,KL_Pathanamthitta,Pathanamthitta,39,22,17,0,6,6,0,0,,
311,KL,Kerala,KL_Thiruvananthapuram,Thiruvananthapuram,49,32,16,1,7,7,0,0,,
312,KL,Kerala,KL_Thrissur,Thrissur,45,29,15,1,7,7,0,0,,
313,KL,Kerala,KL_Wayanad,Wayanad,26,10,15,1,0,0,0,0,,
314,LA,Ladakh,LA_Kargil,Kargil,35,26,9,0,17,17,0,0,,
315,LA,Ladakh,LA_Leh,Leh,39,5,34,0,3,3,0,0,,
316,LD,Lakshadweep,LD_Lakshadweep,Lakshadweep,0,0,0,0,0,0,0,0,,
369,MH,Maharashtra,MH_Ahmednagar,Ahmednagar,92,38,48,6,5,4,1,0,,
370,MH,Maharashtra,MH_Akola,Akola,529,251,250,28,42,-13,50,5,,
371,MH,Maharashtra,MH_Amravati,Amravati,197,93,90,14,3,3,0,0,,
372,MH,Maharashtra,MH_Aurangabad,Aurangabad,1370,431,879,60,35,-54,86,3,,
374,MH,Maharashtra,MH_Beed,Beed,41,38,3,0,1,1,0,0,,
373,MH,Maharashtra,MH_Bhandara,Bhandara,20,19,1,0,1,1,0,0,,
375,MH,Maharashtra,MH_Buldhana,Buldhana,55,24,28,3,2,2,0,0,,
376,MH,Maharashtra,MH_Chandrapur,Chandrapur,25,20,5,0,0,0,0,0,,
377,MH,Maharashtra,MH_Dhule,Dhule,129,53,67,9,0,-4,4,0,,
378,MH,Maharashtra,MH_Gadchiroli,Gadchiroli,28,28,0,0,2,2,0,0,,
379,MH,Maharashtra,MH_Gondia,Gondia,51,50,1,0,3,3,0,0,,
380,MH,Maharashtra,MH_Hingoli,Hingoli,143,51,92,0,10,10,0,0,,
381,MH,Maharashtra,MH_Jalgaon,Jalgaon,526,235,239,52,21,-1,21,1,,
382,MH,Maharashtra,MH_Jalna,Jalna,87,63,24,0,8,7,1,0,,
383,MH,Maharashtra,MH_Kolhapur,Kolhapur,351,314,36,1,5,-13,18,0,,
384,MH,Maharashtra,MH_Latur,Latur,107,54,50,3,13,5,8,0,,
385,MH,Maharashtra,MH_Mumbai,Mumbai,35485,25700,8650,1135,1467,1187,242,38,,
386,MH,Maharashtra,MH_Mumbai Suburban,Mumbai Suburban,0,0,0,0,0,0,0,0,,
387,MH,Maharashtra,MH_Nagpur,Nagpur,495,150,336,9,11,9,2,0,,
388,MH,Maharashtra,MH_Nanded,Nanded,108,33,69,6,3,2,0,1,,
389,MH,Maharashtra,MH_Nandurbar,Nandurbar,32,9,20,3,0,0,0,0,,
390,MH,Maharashtra,MH_Nashik,Nashik,1043,236,755,52,31,26,5,0,,
391,MH,Maharashtra,MH_Osmanabad,Osmanabad,54,42,12,0,9,6,3,0,,
0,MH,Maharashtra,MH_Other State,Other State,53,40,0,13,0,0,0,0,,
392,MH,Maharashtra,MH_Palghar,Palghar,825,529,273,23,54,48,2,4,,
393,MH,Maharashtra,MH_Parbhani,Parbhani,40,38,1,1,15,15,0,0,,
394,MH,Maharashtra,MH_Pune,Pune,6896,3353,3242,301,282,116,156,10,,
395,MH,Maharashtra,MH_Raigad,Raigad,944,430,488,26,48,47,0,1,,
396,MH,Maharashtra,MH_Ratnagiri,Ratnagiri,204,123,76,5,12,5,7,0,,
397,MH,Maharashtra,MH_Sangli,Sangli,101,54,46,1,7,7,0,0,,
398,MH,Maharashtra,MH_Satara,Satara,429,285,128,16,34,25,0,9,,
399,MH,Maharashtra,MH_Sindhudurg,Sindhudurg,19,12,7,0,0,0,0,0,,
400,MH,Maharashtra,MH_Solapur,Solapur,711,349,303,59,32,9,16,7,,
401,MH,Maharashtra,MH_Thane,Thane,8220,5765,2300,155,439,357,76,6,,
402,MH,Maharashtra,MH_Wardha,Wardha,11,10,0,1,1,1,0,0,,
403,MH,Maharashtra,MH_Washim,Washim,8,3,5,0,0,0,0,0,,
404,MH,Maharashtra,MH_Yavatmal,Yavatmal,116,24,92,0,1,1,0,0,,
421,ML,Meghalaya,ML_East Garo Hills,East Garo Hills,0,0,0,0,0,0,0,0,,
422,ML,Meghalaya,ML_East Jaintia Hills,East Jaintia Hills,0,0,0,0,0,0,0,0,,
423,ML,Meghalaya,ML_East Khasi Hills,East Khasi Hills,13,0,12,1,0,0,0,0,,
424,ML,Meghalaya,ML_North Garo Hills,North Garo Hills,1,1,0,0,0,0,0,0,,
425,ML,Meghalaya,ML_Ribhoi,Ribhoi,0,0,0,0,0,0,0,0,,
426,ML,Meghalaya,ML_South Garo Hills,South Garo Hills,0,0,0,0,0,0,0,0,,
427,ML,Meghalaya,ML_South West Garo Hills,South West Garo Hills,0,0,0,0,0,0,0,0,,
428,ML,Meghalaya,ML_South West Khasi Hills,South West Khasi Hills,0,0,0,0,0,0,0,0,,
429,ML,Meghalaya,ML_West Garo Hills,West Garo Hills,2,2,0,0,1,1,0,0,,
430,ML,Meghalaya,ML_West Jaintia Hills,West Jaintia Hills,0,0,0,0,0,0,0,0,,
431,ML,Meghalaya,ML_West Khasi Hills,West Khasi Hills,0,0,0,0,0,0,0,0,,
405,MN,Manipur,MN_Bishnupur,Bishnupur,0,0,0,0,0,0,0,0,,
406,MN,Manipur,MN_Chandel,Chandel,0,0,0,0,0,0,0,0,,
407,MN,Manipur,MN_Churachandpur,Churachandpur,17,17,0,0,0,0,0,0,,
408,MN,Manipur,MN_Imphal East,Imphal East,3,2,1,0,0,0,0,0,,
409,MN,Manipur,MN_Imphal West,Imphal West,10,9,1,0,0,0,0,0,,
410,MN,Manipur,MN_Jiribam,Jiribam,0,0,0,0,0,0,0,0,,
411,MN,Manipur,MN_Kakching,Kakching,0,0,0,0,0,0,0,0,,
412,MN,Manipur,MN_Kamjong,Kamjong,0,0,0,0,0,0,0,0,,
413,MN,Manipur,MN_Kangpokpi,Kangpokpi,0,0,0,0,0,0,0,0,,
414,MN,Manipur,MN_Noney,Noney,1,1,0,0,0,0,0,0,,
415,MN,Manipur,MN_Pherzawl,Pherzawl,0,0,0,0,0,0,0,0,,
416,MN,Manipur,MN_Senapati,Senapati,0,0,0,0,0,0,0,0,,
417,MN,Manipur,MN_Tamenglong,Tamenglong,0,0,0,0,0,0,0,0,,
418,MN,Manipur,MN_Tengnoupal,Tengnoupal,0,0,0,0,0,0,0,0,,
419,MN,Manipur,MN_Thoubal,Thoubal,0,0,0,0,0,0,0,0,,
420,MN,Manipur,MN_Ukhrul,Ukhrul,0,0,0,0,0,0,0,0,,
317,MP,Madhya Pradesh,MP_Agar Malwa,Agar Malwa,13,0,12,1,0,0,0,0,,
318,MP,Madhya Pradesh,MP_Alirajpur,Alirajpur,3,0,3,0,0,0,0,0,,
319,MP,Madhya Pradesh,MP_Anuppur,Anuppur,3,0,3,0,0,0,0,0,,
320,MP,Madhya Pradesh,MP_Ashoknagar,Ashoknagar,12,9,2,1,0,0,0,0,,
321,MP,Madhya Pradesh,MP_Balaghat,Balaghat,7,7,0,0,0,0,0,0,,
322,MP,Madhya Pradesh,MP_Barwani,Barwani,42,9,32,1,1,1,0,0,,
323,MP,Madhya Pradesh,MP_Betul,Betul,21,20,1,0,0,0,0,0,,
324,MP,Madhya Pradesh,MP_Bhind,Bhind,53,41,12,0,2,0,2,0,,
325,MP,Madhya Pradesh,MP_Bhopal,Bhopal,1373,443,879,51,17,-9,26,0,,
326,MP,Madhya Pradesh,MP_Burhanpur,Burhanpur,293,97,182,14,0,0,0,0,,
327,MP,Madhya Pradesh,MP_Chhatarpur,Chhatarpur,9,9,0,0,0,0,0,0,,
328,MP,Madhya Pradesh,MP_Chhindwara,Chhindwara,6,1,4,1,0,0,0,0,,
329,MP,Madhya Pradesh,MP_Damoh,Damoh,16,15,1,0,0,0,0,0,,
330,MP,Madhya Pradesh,MP_Datia,Datia,8,4,3,1,0,0,0,0,,
331,MP,Madhya Pradesh,MP_Dewas,Dewas,91,29,53,9,0,0,0,0,,
332,MP,Madhya Pradesh,MP_Dhar,Dhar,120,12,105,3,6,6,0,0,,
333,MP,Madhya Pradesh,MP_Dindori,Dindori,16,14,2,0,0,0,0,0,,
335,MP,Madhya Pradesh,MP_Guna,Guna,2,1,1,0,0,0,0,0,,
336,MP,Madhya Pradesh,MP_Gwalior,Gwalior,120,70,48,2,1,0,1,0,,
337,MP,Madhya Pradesh,MP_Harda,Harda,3,0,3,0,0,0,0,0,,
338,MP,Madhya Pradesh,MP_Hoshangabad,Hoshangabad,37,0,34,3,0,0,0,0,,
339,MP,Madhya Pradesh,MP_Indore,Indore,3260,1583,1555,122,78,57,18,3,,
340,MP,Madhya Pradesh,MP_Jabalpur,Jabalpur,221,46,166,9,5,-1,6,0,,
341,MP,Madhya Pradesh,MP_Jhabua,Jhabua,13,6,6,1,0,0,0,0,,
342,MP,Madhya Pradesh,MP_Katni,Katni,1,1,0,0,1,1,0,0,,
334,MP,Madhya Pradesh,MP_Khandwa,Khandwa,235,29,193,13,2,-1,2,1,,
368,MP,Madhya Pradesh,MP_Khargone,Khargone,125,18,98,9,3,3,0,0,,
343,MP,Madhya Pradesh,MP_Mandla,Mandla,3,1,1,1,0,0,0,0,,
344,MP,Madhya Pradesh,MP_Mandsaur,Mandsaur,90,15,67,8,0,-4,4,0,,
345,MP,Madhya Pradesh,MP_Morena,Morena,88,32,56,0,0,-15,15,0,,
346,MP,Madhya Pradesh,MP_Narsinghpur,Narsinghpur,8,8,0,0,0,0,0,0,,
347,MP,Madhya Pradesh,MP_Neemuch,Neemuch,149,98,47,4,34,33,0,1,,
348,MP,Madhya Pradesh,MP_Niwari,Niwari,0,0,0,0,0,0,0,0,,
0,MP,Madhya Pradesh,MP_Other Region,Other Region,0,0,0,0,0,0,0,0,,
349,MP,Madhya Pradesh,MP_Panna,Panna,4,3,1,0,0,0,0,0,,
350,MP,Madhya Pradesh,MP_Raisen,Raisen,68,1,64,3,0,0,0,0,,
351,MP,Madhya Pradesh,MP_Rajgarh,Rajgarh,7,7,0,0,0,0,0,0,,
352,MP,Madhya Pradesh,MP_Ratlam,Ratlam,32,2,29,1,1,-2,2,1,,
353,MP,Madhya Pradesh,MP_Rewa,Rewa,33,23,10,0,1,-7,8,0,,
354,MP,Madhya Pradesh,MP_Sagar,Sagar,112,72,36,4,6,-4,9,1,,
355,MP,Madhya Pradesh,MP_Satna,Satna,21,13,6,2,1,-1,1,1,,
356,MP,Madhya Pradesh,MP_Sehore,Sehore,5,0,4,1,0,0,0,0,,
357,MP,Madhya Pradesh,MP_Seoni,Seoni,2,1,1,0,0,0,0,0,,
358,MP,Madhya Pradesh,MP_Shahdol,Shahdol,7,4,3,0,0,0,0,0,,
359,MP,Madhya Pradesh,MP_Shajapur,Shajapur,9,1,7,1,0,0,0,0,,
360,MP,Madhya Pradesh,MP_Sheopur,Sheopur,7,3,4,0,1,1,0,0,,
361,MP,Madhya Pradesh,MP_Shivpuri,Shivpuri,8,5,3,0,0,0,0,0,,
362,MP,Madhya Pradesh,MP_Sidhi,Sidhi,12,8,4,0,3,3,0,0,,
363,MP,Madhya Pradesh,MP_Singrauli,Singrauli,11,11,0,0,0,0,0,0,,
364,MP,Madhya Pradesh,MP_Tikamgarh,Tikamgarh,9,5,4,0,3,3,0,0,,
365,MP,Madhya Pradesh,MP_Ujjain,Ujjain,639,295,290,54,25,-4,29,0,,
366,MP,Madhya Pradesh,MP_Umaria,Umaria,5,4,0,1,0,0,0,0,,
367,MP,Madhya Pradesh,MP_Vidisha,Vidisha,20,5,15,0,0,0,0,0,,
432,MZ,Mizoram,MZ_Aizawl,Aizawl,1,0,1,0,0,0,0,0,,
433,MZ,Mizoram,MZ_Champhai,Champhai,0,0,0,0,0,0,0,0,,
729,MZ,Mizoram,MZ_Hnahthial,Hnahthial,0,0,0,0,0,0,0,0,,
730,MZ,Mizoram,MZ_Khawzawl,Khawzawl,0,0,0,0,0,0,0,0,,
434,MZ,Mizoram,MZ_Kolasib,Kolasib,0,0,0,0,0,0,0,0,,
435,MZ,Mizoram,MZ_Lawngtlai,Lawngtlai,0,0,0,0,0,0,0,0,,
436,MZ,Mizoram,MZ_Lunglei,Lunglei,0,0,0,0,0,0,0,0,,
437,MZ,Mizoram,MZ_Mamit,Mamit,0,0,0,0,0,0,0,0,,
438,MZ,Mizoram,MZ_Saiha,Saiha,0,0,0,0,0,0,0,0,,
728,MZ,Mizoram,MZ_Saitual,Saitual,0,0,0,0,0,0,0,0,,
439,MZ,Mizoram,MZ_Serchhip,Serchhip,0,0,0,0,0,0,0,0,,
440,NL,Nagaland,NL_Dimapur,Dimapur,12,12,0,0,6,6,0,0,,
441,NL,Nagaland,NL_Kiphire,Kiphire,0,0,0,0,0,0,0,0,,
442,NL,Nagaland,NL_Kohima,Kohima,5,5,0,0,2,2,0,0,,
443,NL,Nagaland,NL_Longleng,Longleng,0,0,0,0,0,0,0,0,,
444,NL,Nagaland,NL_Mokokchung,Mokokchung,0,0,0,0,0,0,0,0,,
445,NL,Nagaland,NL_Mon,Mon,0,0,0,0,0,0,0,0,,
446,NL,Nagaland,NL_Peren,Peren,0,0,0,0,0,0,0,0,,
447,NL,Nagaland,NL_Phek,Phek,0,0,0,0,0,0,0,0,,
448,NL,Nagaland,NL_Tuensang,Tuensang,1,1,0,0,1,1,0,0,,
449,NL,Nagaland,NL_Wokha,Wokha,0,0,0,0,0,0,0,0,,
450,NL,Nagaland,NL_Zunheboto,Zunheboto,0,0,0,0,0,0,0,0,,
451,OR,Odisha,OR_Angul,Angul,25,10,15,0,0,0,0,0,,
452,OR,Odisha,OR_Balangir,Balangir,56,50,6,0,2,0,2,0,,
453,OR,Odisha,OR_Balasore,Balasore,139,20,119,0,0,0,0,0,,
454,OR,Odisha,OR_Bargarh,Bargarh,2,2,0,0,1,1,0,0,,
456,OR,Odisha,OR_Bhadrak,Bhadrak,106,32,74,0,0,0,0,0,,
455,OR,Odisha,OR_Boudh,Boudh,33,28,5,0,0,-1,1,0,,
457,OR,Odisha,OR_Cuttack,Cuttack,86,62,23,1,0,-9,9,0,,
458,OR,Odisha,OR_Deogarh,Deogarh,24,22,2,0,0,0,0,0,,
459,OR,Odisha,OR_Dhenkanal,Dhenkanal,7,6,1,0,0,0,0,0,,
460,OR,Odisha,OR_Gajapati,Gajapati,10,10,0,0,0,0,0,0,,
461,OR,Odisha,OR_Ganjam,Ganjam,394,89,302,3,26,7,19,0,,
462,OR,Odisha,OR_Jagatsinghpur,Jagatsinghpur,49,44,5,0,2,2,0,0,,
463,OR,Odisha,OR_Jajpur,Jajpur,253,102,151,0,11,-14,25,0,,
464,OR,Odisha,OR_Jharsuguda,Jharsuguda,6,4,2,0,0,0,0,0,,
465,OR,Odisha,OR_Kalahandi,Kalahandi,15,13,2,0,0,0,0,0,,
466,OR,Odisha,OR_Kandhamal,Kandhamal,13,11,2,0,0,-2,2,0,,
467,OR,Odisha,OR_Kendrapara,Kendrapara,61,31,30,0,0,-3,3,0,,
468,OR,Odisha,OR_Kendujhar,Kendujhar,21,13,8,0,1,0,1,0,,
469,OR,Odisha,OR_Khordha,Khordha,110,49,58,3,11,10,1,0,,
470,OR,Odisha,OR_Koraput,Koraput,7,6,1,0,0,0,0,0,,
471,OR,Odisha,OR_Malkangiri,Malkangiri,19,19,0,0,0,0,0,0,,
472,OR,Odisha,OR_Mayurbhanj,Mayurbhanj,16,5,11,0,0,0,0,0,,
473,OR,Odisha,OR_Nabarangapur,Nabarangapur,1,1,0,0,0,0,0,0,,
474,OR,Odisha,OR_Nayagarh,Nayagarh,57,48,9,0,7,4,3,0,,
475,OR,Odisha,OR_Nuapada,Nuapada,14,14,0,0,0,0,0,0,,
476,OR,Odisha,OR_Puri,Puri,85,52,33,0,0,-8,8,0,,
477,OR,Odisha,OR_Rayagada,Rayagada,0,0,0,0,0,0,0,0,,
478,OR,Odisha,OR_Sambalpur,Sambalpur,7,6,1,0,2,1,1,0,,
479,OR,Odisha,OR_Subarnapur,Subarnapur,5,5,0,0,4,4,0,0,,
480,OR,Odisha,OR_Sundargarh,Sundargarh,39,12,27,0,0,0,0,0,,
485,PB,Punjab,PB_Amritsar,Amritsar,354,42,306,6,7,-2,9,0,,
486,PB,Punjab,PB_Barnala,Barnala,23,2,20,1,0,0,0,0,,
487,PB,Punjab,PB_Bathinda,Bathinda,42,1,41,0,0,0,0,0,,
488,PB,Punjab,PB_Faridkot,Faridkot,62,1,61,0,0,0,0,0,,
489,PB,Punjab,PB_Fatehgarh Sahib,Fatehgarh Sahib,57,0,57,0,0,0,0,0,,
490,PB,Punjab,PB_Fazilka,Fazilka,44,0,44,0,0,0,0,0,,
491,PB,Punjab,PB_Ferozepur,Ferozepur,44,0,43,1,0,0,0,0,,
492,PB,Punjab,PB_Gurdaspur,Gurdaspur,133,5,125,3,0,-3,3,0,,
493,PB,Punjab,PB_Hoshiarpur,Hoshiarpur,114,21,88,5,4,4,0,0,,
494,PB,Punjab,PB_Jalandhar,Jalandhar,233,18,209,6,3,-10,13,0,,
495,PB,Punjab,PB_Kapurthala,Kapurthala,36,3,30,3,0,0,0,0,,
496,PB,Punjab,PB_Ludhiana,Ludhiana,176,34,135,7,0,0,0,0,,
497,PB,Punjab,PB_Mansa,Mansa,32,0,32,0,0,0,0,0,,
498,PB,Punjab,PB_Moga,Moga,59,0,59,0,0,0,0,0,,
499,PB,Punjab,PB_Pathankot,Pathankot,47,18,28,1,0,0,0,0,,
500,PB,Punjab,PB_Patiala,Patiala,115,12,101,2,0,0,0,0,,
501,PB,Punjab,PB_Rupnagar,Rupnagar,61,1,59,1,1,1,0,0,,
502,PB,Punjab,PB_S.A.S. Nagar,S.A.S. Nagar,104,2,99,3,1,1,0,0,,
503,PB,Punjab,PB_Sangrur,Sangrur,94,3,91,0,3,0,3,0,,
504,PB,Punjab,PB_Shahid Bhagat Singh Nagar,Shahid Bhagat Singh Nagar,106,4,101,1,0,0,0,0,,
505,PB,Punjab,PB_Sri Muktsar Sahib,Sri Muktsar Sahib,66,1,65,0,0,0,0,0,,
506,PB,Punjab,PB_Tarn Taran,Tarn Taran,156,4,152,0,0,0,0,0,,
481,PY,Puducherry,PY_Karaikal,Karaikal,2,0,2,0,0,0,0,0,,
482,PY,Puducherry,PY_Mahe,Mahe,4,2,2,0,0,0,0,0,,
483,PY,Puducherry,PY_Puducherry,Puducherry,47,34,13,0,6,6,0,0,,
484,PY,Puducherry,PY_Yanam,Yanam,0,0,0,0,0,0,0,0,,
507,RJ,Rajasthan,RJ_Ajmer,Ajmer,316,56,253,7,6,-1,6,1,,
508,RJ,Rajasthan,RJ_Alwar,Alwar,51,4,45,2,0,-13,13,0,,
509,RJ,Rajasthan,RJ_Banswara,Banswara,85,9,74,2,0,-3,2,1,,
510,RJ,Rajasthan,RJ_Baran,Baran,8,4,4,0,0,0,0,0,,
511,RJ,Rajasthan,RJ_Barmer,Barmer,92,62,30,0,0,-24,24,0,,
512,RJ,Rajasthan,RJ_Bharatpur,Bharatpur,165,38,123,4,12,12,0,0,,
513,RJ,Rajasthan,RJ_Bhilwara,Bhilwara,135,60,73,2,1,1,0,0,,
514,RJ,Rajasthan,RJ_Bikaner,Bikaner,101,48,50,3,7,7,0,0,,
0,RJ,Rajasthan,RJ_BSF Camp,BSF Camp,50,8,42,0,0,0,0,0,,
515,RJ,Rajasthan,RJ_Bundi,Bundi,2,2,0,0,1,1,0,0,,
516,RJ,Rajasthan,RJ_Chittorgarh,Chittorgarh,175,21,150,4,0,-4,4,0,,
517,RJ,Rajasthan,RJ_Churu,Churu,90,36,53,1,5,2,3,0,,
518,RJ,Rajasthan,RJ_Dausa,Dausa,50,14,35,1,4,3,0,1,,
519,RJ,Rajasthan,RJ_Dholpur,Dholpur,45,18,27,0,0,-1,1,0,,
520,RJ,Rajasthan,RJ_Dungarpur,Dungarpur,333,324,9,0,1,1,0,0,,
0,RJ,Rajasthan,RJ_Evacuees,Evacuees,61,0,61,0,0,0,0,0,,
521,RJ,Rajasthan,RJ_Ganganagar,Ganganagar,5,5,0,0,0,0,0,0,,
522,RJ,Rajasthan,RJ_Hanumangarh,Hanumangarh,24,10,14,0,3,3,0,0,,
0,RJ,Rajasthan,RJ_Italians,Italians,2,0,2,0,0,0,0,0,,
523,RJ,Rajasthan,RJ_Jaipur,Jaipur,1909,374,1450,85,7,-67,73,1,,
524,RJ,Rajasthan,RJ_Jaisalmer,Jaisalmer,68,24,44,0,0,0,0,0,,
525,RJ,Rajasthan,RJ_Jalore,Jalore,155,100,53,2,1,-32,33,0,,
526,RJ,Rajasthan,RJ_Jhalawar,Jhalawar,204,155,49,0,69,68,1,0,,
527,RJ,Rajasthan,RJ_Jhunjhunu,Jhunjhunu,109,35,74,0,7,-10,17,0,,
528,RJ,Rajasthan,RJ_Jodhpur,Jodhpur,1375,336,1022,17,64,64,0,0,,
529,RJ,Rajasthan,RJ_Karauli,Karauli,12,5,4,3,0,-1,0,1,,
530,RJ,Rajasthan,RJ_Kota,Kota,423,84,323,16,9,-1,10,0,,
531,RJ,Rajasthan,RJ_Nagaur,Nagaur,425,249,168,8,9,6,2,1,,
0,RJ,Rajasthan,RJ_Other State,Other State,14,6,0,8,1,0,0,1,,
532,RJ,Rajasthan,RJ_Pali,Pali,413,268,139,6,32,-10,42,0,,
533,RJ,Rajasthan,RJ_Pratapgarh,Pratapgarh,13,9,3,1,0,0,0,0,,
534,RJ,Rajasthan,RJ_Rajsamand,Rajsamand,135,94,40,1,0,0,0,0,,
535,RJ,Rajasthan,RJ_Sawai Madhopur,Sawai Madhopur,20,6,13,1,1,1,0,0,,
536,RJ,Rajasthan,RJ_Sikar,Sikar,174,118,52,4,10,7,3,0,,
537,RJ,Rajasthan,RJ_Sirohi,Sirohi,142,124,18,0,1,-11,12,0,,
538,RJ,Rajasthan,RJ_Tonk,Tonk,163,6,156,1,0,0,0,0,,
539,RJ,Rajasthan,RJ_Udaipur,Udaipur,523,360,162,1,0,-7,7,0,,
540,SK,Sikkim,SK_East Sikkim,East Sikkim,0,0,0,0,0,0,0,0,,
541,SK,Sikkim,SK_North Sikkim,North Sikkim,0,0,0,0,0,0,0,0,,
542,SK,Sikkim,SK_South Sikkim,South Sikkim,1,1,0,0,0,0,0,0,,
543,SK,Sikkim,SK_West Sikkim,West Sikkim,0,0,0,0,0,0,0,0,,
0,TG,Telangana,TG_Foreign Evacuees,Foreign Evacuees,28,28,0,0,0,0,0,0,Category added in Telangana State Bulletin,
0,TG,Telangana,TG_Other State,Other State,155,155,0,0,0,0,0,0,,
576,TG,Telangana,TG_Adilabad,Adilabad,21,6,15,0,0,0,0,0,,
577,TG,Telangana,TG_Bhadradri Kothagudem,Bhadradri Kothagudem,4,0,4,0,0,0,0,0,,
578,TG,Telangana,TG_Hyderabad,Hyderabad,1216,888,305,23,0,0,0,0,,
579,TG,Telangana,TG_Jagtial,Jagtial,4,2,2,0,0,0,0,0,,
580,TG,Telangana,TG_Jangaon,Jangaon,3,2,1,0,0,0,0,0,,
581,TG,Telangana,TG_Jayashankar Bhupalapally,Jayashankar Bhupalapally,3,3,0,0,0,0,0,0,,
582,TG,Telangana,TG_Jogulamba Gadwal,Jogulamba Gadwal,45,19,25,1,0,0,0,0,,
583,TG,Telangana,TG_Kamareddy,Kamareddy,12,4,8,0,0,0,0,0,,
584,TG,Telangana,TG_Karimnagar,Karimnagar,19,3,16,0,0,0,0,0,,
585,TG,Telangana,TG_Khammam,Khammam,8,5,3,0,0,0,0,0,,
586,TG,Telangana,TG_Komaram Bheem,Komaram Bheem,7,5,2,0,0,0,0,0,,
587,TG,Telangana,TG_Mahabubabad,Mahabubabad,1,0,1,0,0,0,0,0,,
588,TG,Telangana,TG_Mahabubnagar,Mahabubnagar,11,3,8,0,0,0,0,0,,
589,TG,Telangana,TG_Mancherial,Mancherial,1,0,0,1,0,0,0,0,,
590,TG,Telangana,TG_Medak,Medak,5,1,4,0,0,0,0,0,,
591,TG,Telangana,TG_Medchal Malkajgiri,Medchal Malkajgiri,31,21,9,1,0,0,0,0,,
592,TG,Telangana,TG_Mulugu,Mulugu,2,0,2,0,0,0,0,0,,
593,TG,Telangana,TG_Nagarkurnool,Nagarkurnool,2,0,2,0,0,0,0,0,,
594,TG,Telangana,TG_Nalgonda,Nalgonda,18,6,12,0,0,0,0,0,,
595,TG,Telangana,TG_Narayanpet,Narayanpet,2,1,0,1,0,0,0,0,,
596,TG,Telangana,TG_Nirmal,Nirmal,20,7,13,0,0,0,0,0,,
597,TG,Telangana,TG_Nizamabad,Nizamabad,61,31,30,0,0,0,0,0,,
598,TG,Telangana,TG_Peddapalli,Peddapalli,2,1,1,0,0,0,0,0,,
599,TG,Telangana,TG_Rajanna Sircilla,Rajanna Sircilla,3,1,2,0,0,0,0,0,,
600,TG,Telangana,TG_Ranga Reddy,Ranga Reddy,56,37,17,2,0,0,0,0,,
601,TG,Telangana,TG_Sangareddy,Sangareddy,9,3,6,0,0,0,0,0,,
602,TG,Telangana,TG_Siddipet,Siddipet,1,0,1,0,0,0,0,0,,
603,TG,Telangana,TG_Suryapet,Suryapet,84,60,24,0,0,0,0,0,,
604,TG,Telangana,TG_Vikarabad,Vikarabad,38,22,15,1,0,0,0,0,,
605,TG,Telangana,TG_Wanaparthy,Wanaparthy,0,0,0,0,0,0,0,0,,
606,TG,Telangana,TG_Warangal Rural,Warangal Rural,0,0,0,0,0,0,0,0,,
607,TG,Telangana,TG_Warangal Urban,Warangal Urban,27,4,23,0,0,0,0,0,,
608,TG,Telangana,TG_Yadadri Bhuvanagiri,Yadadri Bhuvanagiri,0,0,0,0,0,0,0,0,,
0,TN,Tamil Nadu,TN_Railway Quarantine,Railway Quarantine,70,68,2,0,16,15,1,0,,
0,TN,Tamil Nadu,TN_Airport Quarantine,Airport Quarantine,90,82,8,0,4,0,4,0,,
