SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
115,CT,Chhattisgarh,CT_Baloda Bazar,Baloda Bazar,8,8,0,0,0,0,0,0,,
116,CT,Chhattisgarh,CT_Balrampur,Balrampur,0,0,0,0,0,0,0,0,,
117,CT,Chhattisgarh,CT_Bametara,Bametara,0,0,0,0,0,0,0,0,,
118,CT,Chhattisgarh,CT_Bastar,Bastar,0,0,0,0,0,0,0,0,,
119,CT,Chhattisgarh,CT_Bijapur,Bijapur,0,0,0,0,0,0,0,0,,
120,CT,Chhattisgarh,CT_Bilaspur,Bilaspur,1,0,1,0,0,0,0,0,,
121,CT,Chhattisgarh,CT_Dakshin Bastar Dantewada,Dakshin Bastar Dantewada,0,0,0,0,0,0,0,0,,
122,CT,Chhattisgarh,CT_Dhamtari,Dhamtari,0,0,0,0,0,0,0,0,,
123,CT,Chhattisgarh,CT_Durg,Durg,10,0,10,0,0,0,0,0,,
124,CT,Chhattisgarh,CT_Gariaband,Gariaband,1,1,0,0,0,0,0,0,,
125,CT,Chhattisgarh,CT_Janjgir Champa,Janjgir Champa,11,11,0,0,0,0,0,0,,
126,CT,Chhattisgarh,CT_Jashpur,Jashpur,0,0,0,0,0,0,0,0,,
127,CT,Chhattisgarh,CT_Kabeerdham,Kabeerdham,8,2,6,0,0,0,0,0,,
128,CT,Chhattisgarh,CT_Kondagaon,Kondagaon,0,0,0,0,0,0,0,0,,
129,CT,Chhattisgarh,CT_Korba,Korba,29,1,28,0,0,0,0,0,,
130,CT,Chhattisgarh,CT_Koriya,Koriya,1,1,0,0,0,0,0,0,,
131,CT,Chhattisgarh,CT_Mahasamund,Mahasamund,0,0,0,0,0,0,0,0,,
132,CT,Chhattisgarh,CT_Mungeli,Mungeli,1,1,0,0,0,0,0,0,,
133,CT,Chhattisgarh,CT_Narayanpur,Narayanpur,0,0,0,0,0,0,0,0,,
134,CT,Chhattisgarh,CT_Raigarh,Raigarh,5,5,0,0,0,0,0,0,,
135,CT,Chhattisgarh,CT_Raipur,Raipur,7,0,7,0,0,0,0,0,,
136,CT,Chhattisgarh,CT_Rajnandgaon,Rajnandgaon,6,5,1,0,0,0,0,0,,
137,CT,Chhattisgarh,CT_Sukma,Sukma,0,0,0,0,0,0,0,0,,
138,CT,Chhattisgarh,CT_Surajpur,Surajpur,7,1,6,0,0,0,0,0,,
139,CT,Chhattisgarh,CT_Surguja,Surguja,2,2,0,0,0,0,0,0,,
140,CT,Chhattisgarh,CT_Uttar Bastar Kanker,Uttar Bastar Kanker,0,0,0,0,0,0,0,0,,
144,DL,Delhi,DL_Central Delhi,Central Delhi,184,184,0,0,0,0,0,0,,
145,DL,Delhi,DL_East Delhi,East Delhi,38,38,0,0,0,0,0,0,,
146,DL,Delhi,DL_New Delhi,New Delhi,37,37,0,0,0,0,0,0,,
147,DL,Delhi,DL_North Delhi,North Delhi,60,60,0,0,0,0,0,0,,
148,DL,Delhi,DL_North East Delhi,North East Delhi,25,25,0,0,0,0,0,0,,
149,DL,Delhi,DL_North West Delhi,North West Delhi,32,31,0,1,0,0,0,0,,
150,DL,Delhi,DL_Shahdara,Shahdara,48,48,0,0,0,0,0,0,,
151,DL,Delhi,DL_South Delhi,South Delhi,70,70,0,0,0,0,0,0,,
152,DL,Delhi,DL_South East Delhi,South East Delhi,130,130,0,0,0,0,0,0,,
153,DL,Delhi,DL_South West Delhi,South West Delhi,42,42,0,0,0,0,0,0,,
154,DL,Delhi,DL_West Delhi,West Delhi,122,122,0,0,0,0,0,0,,
141,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Dadra and Nagar Haveli,Dadra and Nagar Haveli,1,0,1,0,0,0,0,0,,
142,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Daman,Daman,0,0,0,0,0,0,0,0,,
143,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Diu,Diu,0,0,0,0,0,0,0,0,,
155,GA,Goa,GA_North Goa,North Goa,6,0,6,0,0,0,0,0,,
156,GA,Goa,GA_South Goa,South Goa,18,17,1,0,0,0,0,0,,
0,GJ,Gujarat,GJ_Other State,Other State,2,2,0,0,0,0,0,0,,
157,GJ,Gujarat,GJ_Ahmedabad,Ahmedabad,9216,5484,3130,602,0,0,0,0,,
158,GJ,Gujarat,GJ_Amreli,Amreli,2,2,0,0,0,0,0,0,,
159,GJ,Gujarat,GJ_Anand,Anand,85,2,75,8,0,0,0,0,,
160,GJ,Gujarat,GJ_Aravalli,Aravalli,86,8,75,3,0,0,0,0,,
161,GJ,Gujarat,GJ_Banaskantha,Banaskantha,88,6,78,4,0,0,0,0,,
162,GJ,Gujarat,GJ_Bharuch,Bharuch,37,8,26,3,0,0,0,0,,
163,GJ,Gujarat,GJ_Bhavnagar,Bhavnagar,114,22,84,8,0,0,0,0,,
164,GJ,Gujarat,GJ_Botad,Botad,56,1,54,1,0,0,0,0,,
165,GJ,Gujarat,GJ_Chhota Udaipur,Chhota Udaipur,22,8,14,0,0,0,0,0,,
167,GJ,Gujarat,GJ_Dahod,Dahod,29,13,16,0,0,0,0,0,,
187,GJ,Gujarat,GJ_Dang,Dang,2,0,2,0,0,0,0,0,,
166,GJ,Gujarat,GJ_Devbhumi Dwarka,Devbhumi Dwarka,12,10,2,0,0,0,0,0,,
168,GJ,Gujarat,GJ_Gandhinagar,Gandhinagar,193,103,82,8,0,0,0,0,,
169,GJ,Gujarat,GJ_Gir Somnath,Gir Somnath,28,25,3,0,0,0,0,0,,
170,GJ,Gujarat,GJ_Jamnagar,Jamnagar,43,19,22,2,0,0,0,0,,
171,GJ,Gujarat,GJ_Junagadh,Junagadh,13,10,3,0,0,0,0,0,,
173,GJ,Gujarat,GJ_Kheda,Kheda,53,27,25,1,0,0,0,0,,
172,GJ,Gujarat,GJ_Kutch,Kutch,57,50,6,1,0,0,0,0,,
175,GJ,Gujarat,GJ_Mahisagar,Mahisagar,68,29,38,1,0,0,0,0,,
174,GJ,Gujarat,GJ_Mehsana,Mehsana,80,26,51,3,0,0,0,0,,
176,GJ,Gujarat,GJ_Morbi,Morbi,2,0,2,0,0,0,0,0,,
177,GJ,Gujarat,GJ_Narmada,Narmada,13,1,12,0,0,0,0,0,,
178,GJ,Gujarat,GJ_Navsari,Navsari,11,3,8,0,0,0,0,0,,
179,GJ,Gujarat,GJ_Panchmahal,Panchmahal,71,9,56,6,0,0,0,0,,
180,GJ,Gujarat,GJ_Patan,Patan,68,39,25,4,0,0,0,0,,
181,GJ,Gujarat,GJ_Porbandar,Porbandar,5,2,3,0,0,0,0,0,,
182,GJ,Gujarat,GJ_Rajkot,Rajkot,82,28,52,2,0,0,0,0,,
183,GJ,Gujarat,GJ_Sabarkantha,Sabarkantha,49,26,20,3,0,0,0,0,,
184,GJ,Gujarat,GJ_Surat,Surat,1193,354,783,56,0,0,0,0,,
185,GJ,Gujarat,GJ_Surendranagar,Surendranagar,13,10,3,0,0,0,0,0,,
186,GJ,Gujarat,GJ_Tapi,Tapi,3,1,2,0,0,0,0,0,,
188,GJ,Gujarat,GJ_Vadodara,Vadodara,726,231,463,32,0,0,0,0,,
189,GJ,Gujarat,GJ_Valsad,Valsad,17,12,4,1,0,0,0,0,,
212,HP,Himachal Pradesh,HP_Bilaspur,Bilaspur,7,5,2,0,0,0,0,0,,
213,HP,Himachal Pradesh,HP_Chamba,Chamba,13,3,10,0,0,0,0,0,,
214,HP,Himachal Pradesh,HP_Hamirpur,Hamirpur,15,10,4,1,0,0,0,0,,
215,HP,Himachal Pradesh,HP_Kangra,Kangra,35,26,8,1,0,0,0,0,,
216,HP,Himachal Pradesh,HP_Kinnaur,Kinnaur,0,0,0,0,0,0,0,0,,
217,HP,Himachal Pradesh,HP_Kullu,Kullu,1,1,0,0,0,0,0,0,,
218,HP,Himachal Pradesh,HP_Lahaul and Spiti,Lahaul and Spiti,0,0,0,0,0,0,0,0,,
219,HP,Himachal Pradesh,HP_Mandi,Mandi,6,4,1,1,0,0,0,0,,
220,HP,Himachal Pradesh,HP_Shimla,Shimla,1,0,1,0,0,0,0,0,,
221,HP,Himachal Pradesh,HP_Sirmaur,Sirmaur,4,2,2,0,0,0,0,0,,
222,HP,Himachal Pradesh,HP_Solan,Solan,9,3,5,1,0,0,0,0,,
223,HP,Himachal Pradesh,HP_Una,Una,19,2,17,0,0,0,0,0,,
190,HR,Haryana,HR_Ambala,Ambala,42,0,40,2,0,0,0,0,,
191,HR,Haryana,HR_Bhiwani,Bhiwani,6,2,4,0,0,0,0,0,,
192,HR,Haryana,HR_Charkhi Dadri,Charkhi Dadri,6,5,1,0,0,0,0,0,,
193,HR,Haryana,HR_Faridabad,Faridabad,179,87,86,6,9,9,0,0,,
194,HR,Haryana,HR_Fatehabad,Fatehabad,8,6,2,0,0,0,0,0,,
195,HR,Haryana,HR_Gurugram,Gurugram,226,95,131,0,0,0,0,0,,
196,HR,Haryana,HR_Hisar,Hisar,9,6,3,0,0,0,0,0,,
0,HR,Haryana,HR_Italians,Italians,14,0,14,0,0,0,0,0,,
197,HR,Haryana,HR_Jhajjar,Jhajjar,91,11,80,0,0,-18,18,0,,
198,HR,Haryana,HR_Jind,Jind,23,8,15,0,0,0,0,0,,
199,HR,Haryana,HR_Kaithal,Kaithal,5,2,3,0,0,0,0,0,,
200,HR,Haryana,HR_Karnal,Karnal,20,10,9,1,0,0,0,0,,
201,HR,Haryana,HR_Kurukshetra,Kurukshetra,9,6,3,0,2,2,0,0,,
202,HR,Haryana,HR_Mahendragarh,Mahendragarh,11,7,4,0,1,1,0,0,,
203,HR,Haryana,HR_Nuh,Nuh,65,5,60,0,0,0,0,0,,
204,HR,Haryana,HR_Palwal,Palwal,40,4,36,0,0,0,0,0,,
205,HR,Haryana,HR_Panchkula,Panchkula,25,1,24,0,0,0,0,0,,
206,HR,Haryana,HR_Panipat,Panipat,40,6,31,3,0,0,0,0,,
207,HR,Haryana,HR_Rewari,Rewari,9,9,0,0,0,0,0,0,,
208,HR,Haryana,HR_Rohtak,Rohtak,13,5,7,1,0,-3,3,0,,
209,HR,Haryana,HR_Sirsa,Sirsa,8,0,8,0,0,0,0,0,,
210,HR,Haryana,HR_Sonipat,Sonipat,148,53,94,1,0,-1,1,0,,
211,HR,Haryana,HR_Yamunanagar,Yamunanagar,8,0,8,0,0,0,0,0,,
246,JH,Jharkhand,JH_Bokaro,Bokaro,10,0,9,1,0,0,0,0,,
247,JH,Jharkhand,JH_Chatra,Chatra,0,0,0,0,0,0,0,0,,
248,JH,Jharkhand,JH_Deoghar,Deoghar,5,1,4,0,0,0,0,0,,
249,JH,Jharkhand,JH_Dhanbad,Dhanbad,6,4,2,0,0,0,0,0,,
250,JH,Jharkhand,JH_Dumka,Dumka,2,0,2,0,0,0,0,0,,
264,JH,Jharkhand,JH_East Singhbhum,East Singhbhum,11,11,0,0,0,0,0,0,,
251,JH,Jharkhand,JH_Garhwa,Garhwa,47,44,3,0,0,0,0,0,,
252,JH,Jharkhand,JH_Giridih,Giridih,12,11,1,0,0,0,0,0,,
253,JH,Jharkhand,JH_Godda,Godda,1,0,1,0,0,0,0,0,,
254,JH,Jharkhand,JH_Gumla,Gumla,3,3,0,0,0,0,0,0,,
255,JH,Jharkhand,JH_Hazaribagh,Hazaribagh,33,30,3,0,0,0,0,0,,
256,JH,Jharkhand,JH_Jamtara,Jamtara,2,0,2,0,0,0,0,0,,
257,JH,Jharkhand,JH_Khunti,Khunti,0,0,0,0,0,0,0,0,,
258,JH,Jharkhand,JH_Koderma,Koderma,14,13,1,0,0,0,0,0,,
259,JH,Jharkhand,JH_Latehar,Latehar,4,4,0,0,0,0,0,0,,
260,JH,Jharkhand,JH_Lohardaga,Lohardaga,2,2,0,0,0,0,0,0,,
261,JH,Jharkhand,JH_Pakur,Pakur,0,0,0,0,0,0,0,0,,
262,JH,Jharkhand,JH_Palamu,Palamu,15,7,8,0,0,0,0,0,,
265,JH,Jharkhand,JH_Ramgarh,Ramgarh,3,3,0,0,0,0,0,0,,
266,JH,Jharkhand,JH_Ranchi,Ranchi,105,12,91,2,0,0,0,0,,
267,JH,Jharkhand,JH_Sahibganj,Sahibganj,0,0,0,0,0,0,0,0,,
268,JH,Jharkhand,JH_Saraikela-Kharsawan,Saraikela-Kharsawan,2,2,0,0,0,0,0,0,,
269,JH,Jharkhand,JH_Simdega,Simdega,3,1,2,0,0,0,0,0,,
263,JH,Jharkhand,JH_West Singhbhum,West Singhbhum,1,1,0,0,0,0,0,0,,
224,JK,Jammu and Kashmir,JK_Anantnag,Anantnag,252,159,89,4,0,0,0,0,,
226,JK,Jammu and Kashmir,JK_Bandipora,Bandipora,138,9,128,1,0,0,0,0,,
227,JK,Jammu and Kashmir,JK_Baramulla,Baramulla,129,34,91,4,0,0,0,0,,
225,JK,Jammu and Kashmir,JK_Budgam,Budgam,59,28,30,1,0,0,0,0,,
228,JK,Jammu and Kashmir,JK_Doda,Doda,1,1,0,0,0,0,0,0,,
229,JK,Jammu and Kashmir,JK_Ganderbal,Ganderbal,25,10,15,0,0,0,0,0,,
230,JK,Jammu and Kashmir,JK_Jammu,Jammu,67,35,31,1,0,0,0,0,,
231,JK,Jammu and Kashmir,JK_Kathua,Kathua,37,36,1,0,0,0,0,0,,
232,JK,Jammu and Kashmir,JK_Kishtwar,Kishtwar,5,4,1,0,0,0,0,0,,
233,JK,Jammu and Kashmir,JK_Kulgam,Kulgam,171,160,10,1,0,0,0,0,,
234,JK,Jammu and Kashmir,JK_Kupwara,Kupwara,118,70,48,0,0,0,0,0,,
235,JK,Jammu and Kashmir,JK_Mirpur,Mirpur,0,0,0,0,0,0,0,0,,
236,JK,Jammu and Kashmir,JK_Muzaffarabad,Muzaffarabad,0,0,0,0,0,0,0,0,,
237,JK,Jammu and Kashmir,JK_Pulwama,Pulwama,19,13,6,0,0,0,0,0,,
238,JK,Jammu and Kashmir,JK_Punch,Punch,4,4,0,0,0,0,0,0,,
239,JK,Jammu and Kashmir,JK_Rajouri,Rajouri,8,4,4,0,0,0,0,0,,
240,JK,Jammu and Kashmir,JK_Ramban,Ramban,27,26,1,0,0,0,0,0,,
241,JK,Jammu and Kashmir,JK_Reasi,Reasi,4,3,1,0,0,0,0,0,,
242,JK,Jammu and Kashmir,JK_Samba,Samba,16,10,6,0,0,0,0,0,,
243,JK,Jammu and Kashmir,JK_Shopiyan,Shopiyan,109,11,98,0,0,0,0,0,,
244,JK,Jammu and Kashmir,JK_Srinagar,Srinagar,168,66,97,5,0,0,0,0,,
245,JK,Jammu and Kashmir,JK_Udhampur,Udhampur,33,11,21,1,0,0,0,0,,
270,KA,Karnataka,KA_Bagalkote,Bagalkote,76,30,45,1,0,-6,6,0,,
271,KA,Karnataka,KA_Ballari,Ballari,30,16,13,1,11,11,0,0,,
272,KA,Karnataka,KA_Belagavi,Belagavi,125,68,56,1,9,9,0,0,,
274,KA,Karnataka,KA_Bengaluru Rural,Bengaluru Rural,6,0,6,0,0,0,0,0,,
273,KA,Karnataka,KA_Bengaluru Urban,Bengaluru Urban,257,124,124,9,7,7,0,0,,
275,KA,Karnataka,KA_Bidar,Bidar,67,44,21,2,0,0,0,0,,
276,KA,Karnataka,KA_Chamarajanagara,Chamarajanagara,0,0,0,0,0,0,0,0,,
277,KA,Karnataka,KA_Chikkaballapura,Chikkaballapura,26,6,18,2,2,2,0,0,,
278,KA,Karnataka,KA_Chikkamagaluru,Chikkamagaluru,5,5,0,0,0,0,0,0,,
279,KA,Karnataka,KA_Chitradurga,Chitradurga,10,9,1,0,0,0,0,0,,
280,KA,Karnataka,KA_Dakshina Kannada,Dakshina Kannada,55,36,14,5,6,3,3,0,,
281,KA,Karnataka,KA_Davanagere,Davanagere,113,95,14,4,3,-2,5,0,,
282,KA,Karnataka,KA_Dharwad,Dharwad,31,22,9,0,5,5,0,0,,
283,KA,Karnataka,KA_Gadag,Gadag,20,15,4,1,2,2,0,0,,
284,KA,Karnataka,KA_Hassan,Hassan,67,67,0,0,13,13,0,0,,
285,KA,Karnataka,KA_Haveri,Haveri,3,3,0,0,0,0,0,0,,
286,KA,Karnataka,KA_Kalaburagi,Kalaburagi,135,73,55,7,0,0,0,0,,
287,KA,Karnataka,KA_Kodagu,Kodagu,2,1,1,0,0,0,0,0,,
288,KA,Karnataka,KA_Kolar,Kolar,9,9,0,0,0,0,0,0,,
289,KA,Karnataka,KA_Koppal,Koppal,3,3,0,0,0,0,0,0,,
290,KA,Karnataka,KA_Mandya,Mandya,183,159,24,0,15,15,0,0,,
291,KA,Karnataka,KA_Mysuru,Mysuru,90,2,88,0,1,1,0,0,,
0,KA,Karnataka,KA_Other State,Other State,22,1,20,1,0,0,0,0,,
292,KA,Karnataka,KA_Raichur,Raichur,11,11,0,0,0,0,0,0,,
293,KA,Karnataka,KA_Ramanagara,Ramanagara,0,0,0,0,0,0,0,0,,
